#,"How old are you?","What's your gender?",Other,"Which country are you a citizen of?","Which country do you currently live in?","About how many people live in your city?","Are you an ethnic minority in your country?","Which language do you you speak at home with your family?","What's the highest degree or level of school you have completed?","What was the main subject you studied in university?","What's your marital status?","Do you financially support any dependents?","Do you have children?","How many children do you have?","Do you financially support any elderly relatives or relatives with disabilities?","Do you have any debt?","Do you have a home mortgage?","About how much do you owe on your home mortgage (in US Dollars)?","Do you have student loan debt?","About how much do you owe in student loans (in US Dollars)?","Regarding employment status, are you currently...",Other,"Which field do you work in?",Other,"About how much money did you make last year (in US dollars)?","About how many minutes does it take you to get to work each day?","Do you consider yourself under-employed?","Have you served in your country's military before?","Do you receive disability benefits from your government?","Do you have high speed internet at your home?",already_working,jobs_interested_in,want_employment_type,expected_earnings,home_or_remote,will_relocate,attended_event_types,learning_resources,hours_learning_week,months_learning,attend_bootcamp,which_bootcamp,finished_bootcamp,loan_for_bootcamp,recommend_bootcamp,total_spent_learning,podcast,how_soon_jobhunt,youtube,"Start Date (UTC)","Submit Date (UTC)","Network ID"
786d02ded35fd05b35a46bb5ba4bd9b0,21,male,,Spain,Spain,"less than 100,000",0,Spanish,"some high school",,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,0,"15 to 29 minutes",0,0,0,1,Yes,,,,,,,"freeCodeCamp, Stack Overflow, Egghead.io",5,40,No,,,,,0,"Giant Robots Smashing into Other Giant Robots, CodeOnTheRocks",,"Google Developers","2017-03-09 11:04:03","2017-03-09 11:05:48",5b87cead31
16e00e4ca44f38d98eb5a8dc4341b812,30,female,,"United States of America",Germany,"more than 1 million",0,English,"bachelor's degree","Graphic Design","single, never married",0,,,,0,,,,,"Self-employed freelancer",,"software development and IT",,32000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,,"CSS Tricks, Udemy, Skillcrush, Stack Overflow, W3Schools",8,30,No,,,,,350,,,,"2017-03-09 11:04:06","2017-03-09 11:06:00",01e667e674
b24feae8b4de28114bc0fb78526afc7b,30,male,,Germany,Germany,"between 100,000 and 1 million",0,German,"trade, technical, or vocational training",,"single, never married",0,,,,1,0,,1,50000,"Employed for wages",,"software development and IT",,500,"30 to 44 minutes",0,0,0,1,Yes,,,,,,,"Codecademy, W3Schools, Stack Overflow, freeCodeCamp",40,3,No,,,,,0,,,"freeCodeCamp, Engineered Truth, The New Boston, Coding Train (Coding Rainbow)","2017-03-09 11:07:04","2017-03-09 11:09:28",2db7de29d2
8131029fa51baf2437c541d8f8e6d718,41,male,,Brazil,Brazil,"more than 1 million",0,Portuguese,"bachelor's degree","Information Technology","married or domestic partnership",0,,,,0,,,,,"Employed for wages",,"software development and IT",,60000,"45 to 60 minutes",0,0,0,1,Yes,,,,,,,"Pluralsight / Code School, Coursera, Stack Overflow, freeCodeCamp",1,120,No,,,,,0,,,,"2017-03-09 11:12:48","2017-03-09 11:15:18",84bed0501f
39ffbd193b054972d55cffd94868d43e,60,male,,Ireland,Ireland,"between 100,000 and 1 million",0,English,"bachelor's degree",,"married or domestic partnership",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,,"freelance ",,,,,"freeCodeCamp, Coursera, Stack Overflow, Mozilla Developer Network (MDN)",2,18,No,,,,,,,,"The New Boston, Derek Banas, Google Developers, funfunfunction","2017-03-09 11:18:58","2017-03-09 11:21:28",838ebcb200
9356319fd9175ffe3c0bb8eb0d5018dd,20,male,,India,India,"between 100,000 and 1 million",0,Hindi,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Self-employed freelancer",,"software development and IT",,0,"I work from home",0,0,0,1,Yes,,,,,,"Startup Weekend","freeCodeCamp, Stack Overflow, Treehouse",42,8,No,,,,,100,"JavaScript Air",,"LearnCode.Academy, Coding Tutorials 360, freeCodeCamp, Mozilla Hacks, CodeCourse, MIT Open Courseware, LevelUpTuts","2017-03-09 11:18:30","2017-03-09 11:21:50",d95a7f9671
f98162124033a235516c635ae92e0c20,21,male,,India,India,"more than 1 million",0,Gujarati,"bachelor's degree",,"single, never married",0,,,,0,,,,,,Student,,,,,,0,0,1,No,"Full-Stack Web Developer","work for a startup",120000,"no preference",Yes,,"Stack Overflow, Udacity",3,20,No,,,,,0,,"I'm already applying","Google Developers","2017-03-09 11:22:13","2017-03-09 11:24:50",5807c57102
85b7343d9e817a5111c1d3ce93b707f2,36,male,,Argentina,Argentina,"between 100,000 and 1 million",0,Spanish,"high school diploma or equivalent (GED)",,"married or domestic partnership",1,1,2,0,1,0,,0,,"Employed for wages",,"office and administrative support",,,"15 to 29 minutes",1,0,0,1,No,"Back-End Web Developer,   Front-End Web Developer, Game Developer, Information Security, Full-Stack Web Developer","work for a medium-sized company",,"in an office with other developers",Yes,,"Codecademy, W3Schools, EdX",,1,No,,,,,0,,"I haven't decided",,"2017-03-09 11:18:12","2017-03-09 11:24:51",6e34a74ff1
cbe759b7afbf9c634969744448505d8a,25,female,,Mauritius,France,"more than 1 million",1,"Haitian Creole","bachelor's degree",Law,"single, never married",0,,,,1,0,,1,,,Student,,,,,,0,0,1,No,"Full-Stack Web Developer","work for a startup",,"in an office with other developers",Yes,,"Coursera, W3Schools, Treehouse, Stack Overflow, Mozilla Developer Network (MDN), freeCodeCamp, CSS Tricks, Laracasts",,14,No,,,,,,FullStackRadio,"Within 7 to 12 months","MIT Open Courseware","2017-03-09 11:22:00","2017-03-09 11:25:50",d5146d413f
c6d74757e0877c70a173323ec3474ec0,27,male,,Australia,"United Kingdom","more than 1 million",0,English,"some college credit, no degree",,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,65000,"30 to 44 minutes",0,0,0,1,Yes,,,,,,conferences,"Treehouse, Lynda.com, Stack Overflow, CSS Tricks, Mozilla Developer Network (MDN)",,,No,,,,,500,"Software Engineering Radio, Software Engineering Daily, PHP Roundtable",,,"2017-03-09 11:25:37","2017-03-09 11:27:15",d85b899442
81e92b47b002c0e5fc476d2e9dd807c0,24,female,,Serbia,Serbia,"more than 1 million",1,Serbo-Croatian,"associate's degree","Information Technology","married or domestic partnership",0,,,,0,,,,,"Self-employed business owner",,"software development and IT",,10000,"I work from home",1,0,0,0,Yes,,,,,,conferences,"Codecademy, Mozilla Developer Network (MDN), Stack Overflow, Coursera, CSS Tricks, Laracasts",20,29,No,,,,,50,,,"Computerphile, MIT Open Courseware, LearnCode.Academy, Google Developers","2017-03-09 11:27:52","2017-03-09 11:30:45",f77b764f78
9a04f5cd186be2ce17bc8ceea491f043,38,female,,"United States of America","United States of America","more than 1 million",0,English,"bachelor's degree",Psychology,"married or domestic partnership",1,1,1,0,1,0,,1,70000,"Employed for wages",,,Government,90000,"45 to 60 minutes",1,0,0,1,No,,"freelance ",,,,,"W3Schools, Stack Overflow, CSS Tricks",20,18,No,,,,,500,,,,"2017-03-09 11:27:59","2017-03-09 11:31:00",f29dd918dd
dbf4ab8af6b389aecddafab00fb3f321,19,male,,Colombia,Colombia,"more than 1 million",0,Spanish,"bachelor's degree","Economics and Econometrics","single, never married",0,,,,1,0,,1,11000,"Employed for wages",,,Research,3500,"45 to 60 minutes",1,0,0,1,No,"  Mobile Developer, Data Engineer,   Data Scientist,   Front-End Web Developer, Full-Stack Web Developer","work for a medium-sized company",,,,,,,,,,,,,,,"I haven",,"2017-03-09 11:28:49","2017-03-09 11:32:12",2e3ba1ee63
60af2ddcae157ea8fd417f303f05c3ee,31,male,,Brazil,Brazil,"less than 100,000",0,Portuguese,"bachelor's degree","Computer Programming","married or domestic partnership",0,,,,0,,,,,"Employed for wages",,"software development and IT",,18000,"45 to 60 minutes",0,0,0,1,No,"  Quality Assurance Engineer,   Front-End Web Developer, Back-End Web Developer, Full-Stack Web Developer","work for a government",30000,"in an office with other developers",No,,"Codecademy, EdX, Udemy, W3Schools, Mozilla Developer Network (MDN), Stack Overflow, freeCodeCamp",10,24,No,,,,,10.00,,"I haven't decided",,"2017-03-09 11:31:39","2017-03-09 11:34:35",00b919b041
dd6daea36bbb6ee6527456864665867a,27,male,,"United Kingdom","United Kingdom","more than 1 million",0,English,"some college credit, no degree",,"married or domestic partnership",0,,,,1,0,,1,15000,"Employed for wages",,,"Tech Recruitment",38000,"30 to 44 minutes",1,0,0,1,No,"Data Engineer, Full-Stack Web Developer,   Front-End Web Developer","work for a startup",31000,"in an office with other developers",No,"freeCodeCamp study groups, Meetup.com events","freeCodeCamp, Code Wars, Treehouse, Mozilla Developer Network (MDN), Stack Overflow",10,12,No,,,,,250,"JavaScript Air, JavaScript Jabber","Within 7 to 12 months","The Net Ninja","2017-03-09 11:32:10","2017-03-09 11:34:47",3570470fa2
d6640b83ae398c3596d33896a8335d09,18,male,,"Puerto Rico","Puerto Rico","more than 1 million",0,Spanish,"some college credit, no degree",,,0,,,,0,,,,,"Employed for wages",,"food and beverage",,9000,"15 to 29 minutes",1,0,0,1,No,,"freelance ",,,,"hackathons, Include Girls Workshop","The Odin Project, Mozilla Developer Network (MDN), W3Schools, freeCodeCamp, Stack Overflow",5,26,No,,,,,0,,,,"2017-03-09 11:34:58","2017-03-09 11:36:35",e3228369b8
3763c871d8f81ee749a2f262810acd6b,24,male,,Nigeria,Nigeria,"more than 1 million",0,Yoruba,"bachelor's degree","Computer Science","single, never married",0,,,,0,,,,,"Doing an unpaid internship",,,,,,,0,0,0,No,,"start your own business",,,,GDG,"Coursera, EdX, Udemy, Codecademy, Khan Academy, Udacity",10,7,No,,,,,100,"Code Newbie",,"The New Boston, MIT Open Courseware","2017-03-09 11:34:02","2017-03-09 11:37:15",60fe924e56
be262907e4b90dc23030890fc91ef60c,31,male,,Brazil,Brazil,"more than 1 million",0,Portuguese,"bachelor's degree",Physics,"single, never married",0,,,,1,0,,0,,"Self-employed business owner",,"software development and IT",,20000,"I work from home",0,0,0,1,Yes,,,,,,none,"Stack Overflow, W3Schools, CSS Tricks, Mozilla Developer Network (MDN)",20,30,No,,,,,0,none,,none,"2017-03-09 11:36:23","2017-03-09 11:38:02",64f72eb3ca
0da7c183a8ec2e2797154a5b7593c7ff,24,male,,Greece,Greece,"less than 100,000",0,Greek,"high school diploma or equivalent (GED)",,"single, never married",1,0,,0,0,,,,,"Not working but looking for work",,,,,,,0,0,0,No,,"freelance ",,,,none,"Stack Overflow, W3Schools, freeCodeCamp, Mozilla Developer Network (MDN)",30,4,No,,,,,0,none,,"freeCodeCamp, Coding Train (Coding Rainbow)","2017-03-09 11:34:56","2017-03-09 11:38:03",3725b767db
1dd8f051e53849c2b836af3ad28f63e9,20,male,,Romania,Romania,"between 100,000 and 1 million",0,Romanian,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,,student,,,,,,0,0,1,No,"Game Developer,   Data Scientist, Information Security, Full-Stack Web Developer","work for a startup",1500,"no preference",Yes,NodeSchool,"freeCodeCamp, Mozilla Developer Network (MDN), Code Wars, Codecademy, Stack Overflow, W3Schools",10,48,No,,,,,0,"Code Newbie","Within the next 6 months","MIT Open Courseware, LevelUpTuts","2017-03-09 11:40:59","2017-03-09 11:42:40",e2976fe13b
5d619adfb159fa87e0e3ec22ab418e08,28,male,,"United States of America","United States of America","more than 1 million",0,Albanian,"some college credit, no degree",,"single, never married",0,,,,1,0,,0,,"Employed for wages",,"office and administrative support",,35000,"15 to 29 minutes",1,0,0,1,No,"  Front-End Web Developer, Full-Stack Web Developer,   Mobile Developer, Back-End Web Developer","work for a startup",75000,"in an office with other developers",No,none,"Udemy, Treehouse, Mozilla Developer Network (MDN), Stack Overflow, Codecademy, freeCodeCamp",18,12,No,,,,,500,"Code Newbie, JavaScript Jabber","Within the next 6 months","LevelUpTuts, LearnCode.Academy, DevTips, CodeCourse, The New Boston","2017-03-09 11:45:35","2017-03-09 11:47:44",2a5bbb82dc
849a8cdf5d38841a08d8bdc1194cb9ca,25,male,,Turkey,Turkey,"more than 1 million",0,Turkish,"bachelor's degree",Mathematics,"single, never married",0,,,,1,0,,1,3500,"Not working and not looking for work",,,,,,,0,0,0,No,"Full-Stack Web Developer,   Mobile Developer,   User Experience Designer,   Front-End Web Developer, Game Developer",,500,"no preference",Yes,"Game Jam","CSS Tricks, freeCodeCamp, EdX, Stack Overflow, Mozilla Developer Network (MDN)",10,2,No,,,,,20,"The Web Ahead, JavaScript Jabber","Within 7 to 12 months","DevTips, funfunfunction, Computerphile","2017-03-09 11:43:13","2017-03-09 11:49:22",d271430b22
0f9c5e78b472f002a99769f910d636fb,29,male,,"United States of America","United States of America","more than 1 million",1,English,"bachelor's degree",History,"single, never married",0,,,,0,,,,,,"Student at coding bootcamp",,,,,,0,0,1,No,,"start your own business",,,,"Meetup.com events, workshops, weekend bootcamps","Coursera, EdX, Khan Academy, Codecademy, freeCodeCamp, Stack Overflow, Udemy, Udacity",5,2,No,,,,,300,None,,"none (never looked)","2017-03-09 11:50:02","2017-03-09 11:51:50",02533e3fde
755f2e07e7e667653274fbedcbaa97a2,44,male,,Australia,Australia,"more than 1 million",0,English,"trade, technical, or vocational training",,"married or domestic partnership",1,1,3,0,1,1,200000,0,,"Employed for wages",,"arts, entertainment, sports, or media",,15000,"Less than 15 minutes",1,0,0,1,No,"Full-Stack Web Developer, Back-End Web Developer","work for a government",40000,"in an office with other developers",No,"workshops, freeCodeCamp study groups","Mozilla Developer Network (MDN), EdX, Stack Overflow, Codecademy, CSS Tricks, W3Schools, Lynda.com, Udemy",30,24,No,,,,,100,"Code Newbie, JavaScript Jabber","Within the next 6 months","LearnCode.Academy, funfunfunction","2017-03-09 11:51:03","2017-03-09 11:54:01",ebd3e55497
f54c6d59cec21ddf5f65ca2f3a921a1a,31,male,,Greece,Greece,"more than 1 million",0,Greek,"high school diploma or equivalent (GED)",,"married or domestic partnership",0,,,,0,,,,,"Employed for wages",,sales,,8100,"15 to 29 minutes",1,1,0,1,No,"Back-End Web Developer,   Mobile Developer,   Front-End Web Developer","work for a medium-sized company",750,"in an office with other developers",Yes,"Meetup.com events","Mozilla Developer Network (MDN), freeCodeCamp, Codecademy, Stack Overflow, W3Schools",12,12,No,,,,,100,,"I'm already applying","Computerphile, Google Developers, MIT Open Courseware, Derek Banas","2017-03-09 11:53:21","2017-03-09 11:55:46",19d7f2f2bf
2a417aff433274833fe8192cbdd0ed7d,30,male,,Russia,Russia,"more than 1 million",0,Russian,"some college credit, no degree",,"married or domestic partnership",0,,,,0,,,,,"Employed for wages",,"software development and IT",,14000,"More than 60 minutes",0,0,0,1,Yes,,,,,,,"CSS Tricks, Egghead.io, Mozilla Developer Network (MDN), freeCodeCamp, Codecademy, Stack Overflow, Code Wars, W3Schools",,12,No,,,,,8,,,funfunfunction,"2017-03-09 11:52:28","2017-03-09 11:56:44",9d922bfe97
a91062c4735f28db547600c6c0d61f4b,24,male,,Turkey,Turkey,"more than 1 million",1,Turkish,"bachelor's degree","Software Engineering","single, never married",0,,,,1,0,,1,2000,"Doing an unpaid internship",,,,,,,0,0,0,Yes,,,,,,,"Udemy, W3Schools",8,24,No,,,,,100,".NET Rocks, Developer Tea, JavaScript Jabber",,"MIT Open Courseware, Coding Train (Coding Rainbow)","2017-03-09 11:57:41","2017-03-09 12:00:46",b37e68fdbe
a4807f89be4cea0997d6f8e19b226a3b,22,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"some college credit, no degree",,"single, never married",0,,,,0,,,,,"Employed for wages",,"food and beverage",,22000,"30 to 44 minutes",1,0,0,1,No,,"freelance ",,,,,,8,6,No,,,,,0,,,"DevTips, MIT Open Courseware, Derek Banas, Computerphile","2017-03-09 12:01:03","2017-03-09 12:03:05",5f20716e34
e08c491134482e51d10aafbdcd3afec5,35,male,,"United States of America",Finland,"between 100,000 and 1 million",1,English,"bachelor's degree","Business Administration and Management","married or domestic partnership",1,0,,0,1,0,,1,55000,Retired,,,,,,,1,1,0,No,,"freelance ",,,,,"Stack Overflow, Treehouse, CSS Tricks, Codecademy, freeCodeCamp, W3Schools, The Odin Project, Udemy, Udacity, Code avengers",28,7,No,,,,,2500,,,"Coding Tutorials 360, freeCodeCamp, LearnCode.Academy, Google Developers, MIT Open Courseware, funfunfunction, DevTips","2017-03-09 12:01:15","2017-03-09 12:03:34",a0fe854c0b
8c91c5144948e18a95b9ec6f7cfbdd81,23,male,,Portugal,Portugal,"less than 100,000",1,Portuguese,"bachelor's degree","Computer Science","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,12000,"45 to 60 minutes",1,0,0,1,Yes,,,,,,,"Udacity, W3Schools, StackOverflow",,60,No,,,,,0,,,,"2017-03-09 12:03:15","2017-03-09 12:05:57",eb0567b57a
26ca1ff5a34e858bc8a00a8b48493862,18,male,,"United States of America","United States of America","between 100,000 and 1 million",0,Hebrew,,,"single, never married",0,,,,0,,,,,"Self-employed freelancer",,transportation,,2500,"I work from home",0,0,0,1,No,,"start your own business",,,,,"W3Schools, Stack Overflow, Udemy, Mozilla Developer Network (MDN)",8,3,No,,,,,35,,,"funfunfunction, LevelUpTuts","2017-03-09 12:03:56","2017-03-09 12:06:38",0910125257
57a43a47af91d9bd1144e031a928ced2,33,male,,Australia,"United Kingdom","less than 100,000",1,English,"master's degree (non-professional)","Social Work","married or domestic partnership",1,1,,0,1,0,,0,,"A stay-at-home parent or homemaker",,,,,,,0,0,1,No,,"start your own business",,,,"Meetup.com events","Coursera, freeCodeCamp, EdX, W3Schools, Mozilla Developer Network (MDN), CSS Tricks",10,24,No,,,,,0,"Code Newbie, The Changelog, Software Engineering Daily",,"funfunfunction, Derek Banas, Mozilla Hacks, Google Developers","2017-03-09 12:03:40","2017-03-09 12:06:39",d3c40858c1
0578299de267428aa9f2a9f5c58ee89d,23,male,,Iran,Iran,"more than 1 million",1,"Southern Azerbaijani","bachelor's degree",Physics,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"Full-Stack Web Developer, Back-End Web Developer,   Data Scientist, Data Engineer","work for a medium-sized company",10000,"in an office with other developers",Yes,conferences,"Coursera, CSS Tricks, freeCodeCamp, Stack Overflow, Mozilla Developer Network (MDN)",40,6,No,,,,,,,"Within the next 6 months","MIT Open Courseware, freeCodeCamp","2017-03-09 12:05:57","2017-03-09 12:07:54",27e0a12d4f
3c13d9ec686f3bd19c047b7e15dba79f,29,female,,"United Kingdom","United Kingdom","more than 1 million",0,English,"bachelor's degree",History,"married or domestic partnership",0,,,,0,,,,,"Employed for wages",,education,,50000,"15 to 29 minutes",0,0,0,1,No,"  Front-End Web Developer","work for a nonprofit",40000,"in an office with other developers",Yes,"workshops, Meetup.com events, freeCodeCamp study groups","Code Wars, CSS Tricks, Codecademy, freeCodeCamp",10,4,No,,,,,400,"Code Newbie","Within 7 to 12 months",,"2017-03-09 12:06:51","2017-03-09 12:08:32",544c9d0b92
3b6e567e1985287603c44313b01012e2,26,male,,Romania,Romania,"between 100,000 and 1 million",0,Romanian,"master's degree (non-professional)",Economics,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,6000,"Less than 15 minutes",0,0,0,1,Yes,,,,,,"Local event called CodeCamp","Stack Overflow, freeCodeCamp, Codecademy, W3Schools, Pluralsight / Code School",5,14,No,,,,,0,,,"LevelUpTuts, DevTips","2017-03-09 12:07:14","2017-03-09 12:09:12",5ab9873f38
4e164253b468df684651caf8939433cd,18,male,,"United Kingdom","United Kingdom","between 100,000 and 1 million",0,English,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Not working and not looking for work",,,,,,,0,0,1,No,"Full-Stack Web Developer","work for a medium-sized company",50000,"in an office with other developers",Yes,workshops,"W3Schools, freeCodeCamp, Codecademy, Udemy, Khan Academy, Stack Overflow",20,6,No,,,,,0,,"more than 12 months from now","Computerphile, The New Boston, Google Developers, LevelUpTuts, Coding Train (Coding Rainbow)","2017-03-09 12:06:54","2017-03-09 12:10:06",4ff5cc1306
5649db0f800a305b886df1a92f19560f,21,male,,India,India,"more than 1 million",0,Hindi,"some high school",,"single, never married",0,,,,0,,,,,"Doing an unpaid internship",,,,,,,0,0,0,Yes,,,,,,NodeSchool,"Mozilla Developer Network (MDN), freeCodeCamp, Stack Overflow",7,24,No,,,,,0,"Software Engineering Daily",,"funfunfunction, MIT Open Courseware, Computerphile","2017-03-09 12:08:54","2017-03-09 12:11:43",28b268bbad
00f0a949ad261e9d30d91defc297dd2a,22,male,,India,India,"more than 1 million",0,Tamil,"bachelor's degree","Computer Science","single, never married",1,0,,0,1,0,,1,7500,"Employed for wages",,"software development and IT",,3600,"More than 60 minutes",0,0,0,1,Yes,,,,,,"Meetup.com events, hackathons","Egghead.io, Codecademy, W3Schools, Udemy, HackerRank, Coursera, Udacity, Stack Overflow, Pluralsight / Code School, freeCodeCamp, Mozilla Developer Network (MDN)",18,16,No,,,,,0,,,,"2017-03-09 12:07:30","2017-03-09 12:11:58",1d59652081
20066bd54c8e1a85ff792a9be775ac8b,26,male,,"United States of America","United States of America","more than 1 million",1,Tamil,"some college credit, no degree",,"single, never married",0,,,,1,0,,0,,"Employed for wages",,"office and administrative support",,21000,"45 to 60 minutes",1,0,0,1,No,"  Mobile Developer, Full-Stack Web Developer, Data Engineer,   User Experience Designer","work for a startup",60000,"in an office with other developers",No,"freeCodeCamp study groups, Meetup.com events","EdX, Udemy, Stack Overflow, freeCodeCamp, Codecademy, Coursera",10,6,No,,,,,35,"Code Newbie","more than 12 months from now","DevTips, Engineered Truth, freeCodeCamp","2017-03-09 12:10:01","2017-03-09 12:12:01",2561514c65
6358171bd0a20f0170585fd7d4f89fe8,28,male,,Serbia,Serbia,"between 100,000 and 1 million",0,Serbian,"some college credit, no degree",,"single, never married",0,,,,1,0,,0,,"Not working but looking for work",,,,,,,0,0,1,No,,"start your own business",,,,"Meetup.com events","Stack Overflow, Lynda.com, Code Wars, Mozilla Developer Network (MDN), freeCodeCamp, CSS Tricks, EdX, Khan Academy, Codecademy",20,6,No,,,,,0,,,"freeCodeCamp, Engineered Truth","2017-03-09 12:10:32","2017-03-09 12:12:55",668904b4fe
d1f6d4a4769f282d5099d70a1dd7e710,23,male,,"United States of America","United States of America","less than 100,000",1,English,"some college credit, no degree",,"single, never married",1,0,,1,1,0,,0,,"Employed for wages",,"food and beverage",,19000,"Less than 15 minutes",1,0,0,1,No,"  Front-End Web Developer, Back-End Web Developer, Full-Stack Web Developer, Game Developer","work for a nonprofit",40000,"in an office with other developers",Yes,,"Udacity, Udemy",80,36,No,,,,,1000,"Code Newbie","I'm already applying",funfunfunction,"2017-03-09 12:14:43","2017-03-09 12:17:30",a215ba2503
d8568ed6c4c790641858af0147067509,35,male,,Bulgaria,"United Kingdom","more than 1 million",1,Bulgarian,"professional degree (MBA, MD, JD, etc.)","Homeland Security","single, never married",1,1,2,0,1,1,1,0,,"Self-employed freelancer",,"software development and IT",,150000,"45 to 60 minutes",1,1,0,1,Yes,,,,,,"Meetup.com events","Udacity, W3Schools, Stack Overflow, Lynda.com",10,72,No,,,,,5000,,,"CodeCourse, Google Developers","2017-03-09 12:14:39","2017-03-09 12:18:32",3bf65af72b
4793addc5c0cea352b581bdb1e7df07f,40,male,,Spain,Spain,"more than 1 million",0,Catalan,"professional degree (MBA, MD, JD, etc.)","Civil Engineering","married or domestic partnership",0,,,,1,1,150000,0,,"Employed for wages",,transportation,,30000,"45 to 60 minutes",0,0,0,1,No,"  Front-End Web Developer, Full-Stack Web Developer, Back-End Web Developer","work for a startup",35000,"from home",,None,"freeCodeCamp, The Odin Project, W3Schools, Stack Overflow, Mozilla Developer Network (MDN), EdX, Lynda.com",40,1,No,,,,,0,None,"Within 7 to 12 months",None,"2017-03-09 12:04:59","2017-03-09 12:18:48",0d1eaef339
20fd6070df8a805b4b4dd107b5d0a1ba,23,male,,Cameroon,Cameroon,"more than 1 million",0,French,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,,"15 to 29 minutes",0,0,0,0,Yes,,,,,,,"Coursera, Stack Overflow, freeCodeCamp, EdX",84,36,No,,,,,0,,,freeCodeCamp,"2017-03-09 12:17:00","2017-03-09 12:19:10",907af9be7f
20cef8a39f5443e41399afe0ac72ebbf,26,male,,Brazil,Brazil,"between 100,000 and 1 million",0,Portuguese,"trade, technical, or vocational training",,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,26000,"More than 60 minutes",1,0,0,1,Yes,,,,,,workshops,"Mozilla Developer Network (MDN), Stack Overflow, Egghead.io, Khan Academy, Udacity, Coursera, Pluralsight / Code School",40,60,No,,,,,200,,,"Google Developers","2017-03-09 12:19:51","2017-03-09 12:23:17",d078ea17a6
ecf138c48163315e094d2e826fae0983,26,male,,Brazil,Brazil,"between 100,000 and 1 million",0,Portuguese,"bachelor's degree","Information Technology","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,246212,"More than 60 minutes",1,0,0,1,Yes,,,,,,"Django Girls, Meetup.com events, Rails Girls, freeCodeCamp study groups, hackathons, workshops","Coursera, Pluralsight / Code School, Codecademy, Khan Academy, Udacity, W3Schools, Code Wars, freeCodeCamp, Udemy, Stack Overflow",10,24,No,,,,,20,"JavaScript Jabber, CodePen Radio, Talk Python To Me, Shop Talk Show, Code Newbie",,"Coding Train (Coding Rainbow), LearnCode.Academy, freeCodeCamp, Coding Tutorials 360","2017-03-09 12:20:23","2017-03-09 12:23:50",06d8f6bbf8
779da4d8a8c9a3f744e648b3b009c4f5,28,male,,Brazil,Brazil,"less than 100,000",0,Portuguese,"high school diploma or equivalent (GED)",,"single, never married",0,,,,1,0,,0,,"Employed for wages",,"software development and IT",,8000,"45 to 60 minutes",1,0,0,1,Yes,,,,,,,"Codecademy, Udemy, Stack Overflow, Coursera, CSS Tricks, W3Schools",5,16,No,,,,,40,,,"DevTips, LearnCode.Academy","2017-03-09 12:12:47","2017-03-09 12:23:56",71111e30fe
dd480afe3285db4749f5909dc4c69ba6,34,male,,Venezuela,Venezuela,"more than 1 million",0,Spanish,"bachelor's degree","Systems Engineering","single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,,"freelance ",,,,,"EdX, freeCodeCamp, HackerRank, W3Schools",8,6,No,,,,,20000,,,freeCodeCamp,"2017-03-09 12:23:15","2017-03-09 12:28:53",c769073f04
54044098b2e07040bbd8187759e13c46,26,male,,Peru,Brazil,"more than 1 million",0,Spanish,"professional degree (MBA, MD, JD, etc.)","Computer Science","single, never married",1,0,,0,0,,,,,"Employed for wages",,"software development and IT",,1000,"30 to 44 minutes",0,0,0,0,Yes,,,,,,hackathons,"Stack Overflow",40,60,No,,,,,0,,,"Google Developers, Facebook","2017-03-09 12:24:43","2017-03-09 12:29:13",246ba770e3
f8ba1ae281435bbd6f3c2f0e5296204d,23,male,,"United Kingdom","United Kingdom","more than 1 million",0,English,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Self-employed business owner",,"software development and IT",,,"More than 60 minutes",0,0,0,0,Yes,,,,,,,"Stack Overflow, CSS Tricks, W3Schools, Codecademy, Mozilla Developer Network (MDN)",4,48,No,,,,,0,,,,"2017-03-09 12:28:35","2017-03-09 12:29:57",8c3c017841
8ebe79a9470131d23df9a8b8cb2d6e1b,22,male,,France,France,"more than 1 million",0,Polish,"bachelor's degree","Russian and Eastern European Languages and Literature","single, never married",0,,,,0,,,,,"Self-employed freelancer",,"arts, entertainment, sports, or media",,6335,"15 to 29 minutes",1,0,0,0,Yes,,,,,,,"Khan Academy, Stack Overflow, Codecademy, W3Schools",5,30,Yes,"Code 42",No,No,Yes,3700,,,"The New Boston, Computerphile","2017-03-09 12:26:51","2017-03-09 12:30:12",beca70e86e
